airport,type,city,country,iata,icao,faa
Sei Bati,Small,Tanjung,Indonesia,TJB,WIBT,
Ticantiki,Small,Ticantiqui,Panama,TJC,,
Warukin,Medium,Tanta-Tabalong-Borneo,Indonesia,TJG,WAON,
Tajima,Medium,Tajima,Japan,TJH,RJBT,
Trujillo,Medium,Trujillo,Honduras,TJI,MHTJ,
Tokat,Medium,Tokat,Turkey,TJK,LTAW,
Plínio Alarcom,Small,Três,Brazil,TJL,SBTG,
Roshchino International,Medium,Tyumen,Russia,TJM,USTR,
Takume,Small,Takume,French,TJN,NTKM,
Buluh Tumbang (H A S Hanandjoeddin),Small,Tanjung,Indonesia,TJQ,WIOD,
Tanjung Harapan,Small,Tanjung,Indonesia,TJS,WALG,
Kulob,Medium,Kulyab,Tajikistan,TJU,UTDK,
Tanjore Air Force Base,Small,Thanjavur,India,TJV,VOTJ,
Talkeetna,Small,Talkeetna,United,TKA,PATK,TKA
"Talkeetna
Closed",Closed,Talkeetna,United,TKA,,
Tekadu,Small,Tekadu,Papua,TKB,AYTZ,
Airport,Type,City,Country,IATA,ICAO,FAA
Tiko,Medium,Tiko,Cameroon,TKC,FKKC,
Takoradi,Medium,Sekondi-Takoradi,Ghana,TKD,DGTK,
Tenakee,Seaplane,Tenakee,United,TKE,TKE,TKE
Truckee Tahoe,Medium,Truckee,United,TKF,KTRK,TRK
Radin Inten II (Branti),Medium,Bandar,Indonesia,TKG,WILL,
Takhli,Medium,,Thailand,TKH,VTPI,
Tokeen,Seaplane,Tokeen,United,TKI,57A,57A
"Tok
Closed",Closed,Tok,United,TKJ,PATJ,
Tok Junction,Small,Tok,United,TKJ,PFTO,6K8
Chuuk International,Medium,Weno,Micronesia,TKK,PTKK,
Taku Lodge,Seaplane,Taku,United,TKL,TKL,TKL
El Petén,Small,Tikal,Guatemala,TKM,,
Tokunoshima,Medium,Tokunoshima,Japan,TKN,RJKN,
Tlokoeng,Small,Tlokoeng,Lesotho,TKO,FXTK,
Takapoto,Medium,,French,TKP,NTGT,
Airport,Type,City,Country,IATA,ICAO,FAA
Kigoma,Small,Kigoma,Tanzania,TKQ,HTKA,
Thakurgaon,Small,Thakurgaon,Bangladesh,TKR,VGSG,
Tokushima/JMSDF Air Base,Medium,Tokushima,Japan,TKS,RJOS,
Tak,Medium,,Thailand,TKT,VTPT,
Turku,Medium,Turku,Finland,TKU,EFTU,
Tatakoto,Small,Tatakoto,French,TKV,NTGO,
Tekin,Small,Tekin,Papua,TKW,AYTN,
Takaroa,Medium,,French,TKX,NTKR,
Turkey Creek,Small,Turkey,Australia,TKY,YTKY,
Tokoroa Airfield,Small,Tokoroa,New,TKZ,NZTO,
Teller,Small,Teller,United,TLA,PATE,TER
Tarbela Dam,Small,Tarbela,Pakistan,TLB,OPTA,
Licenciado Adolfo Lopez Mateos International,Medium,Toluca,Mexico,TLC,MMTO,
Limpopo Valley,Small,Tuli,Botswana,TLD,FBLV,
Toliara,Medium,,Madagascar,TLE,FMST,
Airport,Type,City,Country,IATA,ICAO,FAA
Telida,Small,Telida,United,TLF,2K5,2K5
Tulaghi,Heliport,Tulaghi,Solomon,TLG,AGTI,
Tallahassee Regional,Large,Tallahassee,United,TLH,KTLH,TLH
Sultan Bantilan,Small,Toli,Indonesia,TLI,WAMI,
Tatalina LRRS,Medium,Takotna,United,TLJ,PATL,TLJ
"Tálknafjörður
Closed",Closed,Tálknafjörður,Iceland,TLK,BITF,
Lennart Meri Tallinn,Large,Tallinn,Estonia,TLL,EETN,
Zenata – Messali El Hadj,Medium,Tlemcen,Algeria,TLM,DAON,
Toulon-Hyères,Medium,Toulon/Hyères/Le,France,TLN,LFTH,
Tol,Small,Tol,Papua,TLO,AYXO,
Tumolbil,Small,Tumolbil,Papua,TLP,AYQL,
Turpan Jiaohe,Medium,Turpan,China,TLQ,ZWTP,
Mefford Field,Small,Tulare,United,TLR,KTLR,TLR
Toulouse-Blagnac,Large,Toulouse/Blagnac,France,TLS,LFBO,
Tuluksak,Small,Tuluksak,United,TLT,TLT,TLT
Airport,Type,City,Country,IATA,ICAO,FAA
Golfo de Morrosquillo,Small,Tolú,Colombia,TLU,SKTL,
Ben Gurion International,Large,Tel,Israel,TLV,LLBG,
Talasea,Small,Talasea,Papua,TLW,AYVL,
Panguilemo,Medium,Talca,Chile,TLX,SCTL,
Plastun,Small,Plastun,Russia,TLY,UHWP,
Catalão,Small,Catalão,Brazil,TLZ,SWKT,
Henry Tift Myers,Small,Tifton,United,TMA,KTMA,TMA
Kendall-Tamiami Executive,Medium,Miami,United,TMB,KTMB,TMB
Tambolaka,Small,Waikabubak-Sumba,Indonesia,TMC,WADT,
Timbedra,Small,Timbedra,Mauritania,TMD,GQNH,
Gustavo Vargas,Medium,Tame,Colombia,TME,SKTM,
Tomanggong,Small,Tomanggong,Malaysia,TMG,WBKM,
Tanah Merah,Small,Tanah,Indonesia,TMH,WAKT,
Tumling Tar,Small,Tumling,Nepal,TMI,VNTR,
Termez,Medium,Termez,Uzbekistan,TMJ,UTST,
Airport,Type,City,Country,IATA,ICAO,FAA
Tamale,Medium,Tamale,Ghana,TML,DGLE,
Toamasina,Medium,,Madagascar,TMM,FMMT,
Tamana Island,Small,Tamana,Kiribati,TMN,NGTM,
Tumeremo,Medium,,Venezuela,TMO,SVTM,
Tampere-Pirkkala,Medium,Tampere,Finland,TMP,EFTP,
Tambao,Small,Tambao,Burkina,TMQ,DFEM,
Aguenar – Hadj Bey Akhamok,Medium,Tamanrasset,Algeria,TMR,DAAT,
São Tomé International,Medium,São,São,TMS,FPST,
Trombetas,Medium,Oriximiná,Brazil,TMT,SBTB,
Tambor,Small,Nicoya,Costa,TMU,MRTR,
Tamworth,Medium,Tamworth,Australia,TMW,YSTW,
Timimoun,Medium,Timimoun,Algeria,TMX,DAUT,
Tiom,Small,Tiom-Papua,Indonesia,TMY,,
Thames Aerodrome,Small,,New,TMZ,NZTH,
Yaoqiang,Large,Jinan,China,TNA,ZSJN,
Airport,Type,City,Country,IATA,ICAO,FAA
Tanah Grogot,Small,Tanah,Indonesia,TNB,WRLH,
Tin City Long Range Radar Station,Small,Tin,United,TNC,PATC,TNC
Alberto Delgado,Medium,Trinidad,Cuba,TND,MUTD,
New Tanegashima,Medium,Tanegashima,Japan,TNE,RJFG,
Toussus-le-Noble,Medium,Toussus-le-Noble,France,TNF,LFPN,
Ibn Batouta,Medium,Tangier,Morocco,TNG,GMTT,
Tonghua Sanyuanpu,Medium,Tonghua,China,TNH,ZYTN,
Satna,Small,,India,TNI,VIST,
Raja Haji Fisabilillah International,Small,Tanjung,Indonesia,TNJ,WIDN,
Tununak,Small,Tununak,United,TNK,4KA,4KA
Ternopil International,Small,Ternopil,Ukraine,TNL,UKLT,
Teniente Rodolfo Marsh Martin Base,Small,Isla,Antarctica,TNM,SCRM,
Tainan,Medium,Tainan,Taiwan,TNN,RCNN,
Tamarindo,Small,Tamarindo,Costa,TNO,MRTM,
Twentynine Palms,Small,Twentynine,United,TNP,KTNP,TNP
Washington Island Airstrip,Small,Teraina,Kiribati,TNQ,PLWN,
Ivato,Medium,Antananarivo,Madagascar,TNR,FMMI,
Tungsten (Cantung),Small,Tungsten,Canada,TNS,CBX5,
Dade Collier Training and Transition,Small,Miami,United,TNT,KTNT,TNT
Newton Municipal,Small,Newton,United,TNU,KTNU,TNU
Tabuaeran Island,Small,Tabuaeran,Kiribati,TNV,PLFA,
Jumandy,Medium,Tena,Ecuador,TNW,,
Stung Treng,Medium,Stung,Cambodia,TNX,VDST,
Tosontsengel,Small,Tosontsengel,Mongolia,TNZ,ZMTL,
Zamperini Field,Small,Torrance,United,TOA,KTOA,TOA
Airport,Type,City,Country,IATA,ICAO,FAA
Gamal Abdel Nasser,Small,Tobruk,Libya,TOB,HLGN,
Toccoa - R.G. Letourneau Field,Small,Toccoa,United,TOC,KTOC,TOC
Pulau Tioman,Medium,Pulau,Malaysia,TOD,WMBT,
Tozeur Nefta International,Medium,Tozeur,Tunisia,TOE,DTTZ,
Bogashevo,Medium,Tomsk,Russia,TOF,UNTT,
Togiak,Medium,Togiak,United,TOG,PATG,TOG
Torres Airstrip,Small,Loh/Linua,Vanuatu,TOH,NVSD,
Troy Municipal,Medium,Troy,United,TOI,KTOI,TOI
Torrejón,Medium,Madrid,Spain,TOJ,LETO,
"Torokina
Closed",Closed,Torokina,Papua,TOK,,
Toledo Express,Large,Toledo,United,TOL,KTOL,TOL
Timbuktu,Medium,Timbuktu,Mali,TOM,GATB,
Tonu,Small,Tonu,Papua,TON,AYVO,
San Vito De Java,Medium,Coto,Costa,TOO,MRSV,
Philip Billard Municipal,Medium,Topeka,United,TOP,KTOP,TOP
Airport,Type,City,Country,IATA,ICAO,FAA
Barriles,Medium,Tocopilla,Chile,TOQ,SCBE,
Torrington Municipal,Small,Torrington,United,TOR,KTOR,TOR
Tromsø,Large,Tromsø,Norway,TOS,ENTC,
Totness,Small,Totness,Suriname,TOT,SMCO,
Touho,Medium,Touho,New,TOU,NWWU,
"West End SPB
Closed",Closed,Tortola,British,TOV,,
Toledo,Small,Toledo,Brazil,TOW,SBTD,
Tobolsk,Small,Tobolsk,Russia,TOX,USTO,
Toyama,Medium,Toyama,Japan,TOY,RJNT,
Mahana,Small,Touba,Côte,TOZ,DITM,
Tampa International,Large,Tampa,United,TPA,KTPA,TPA
Tarapoa,Medium,Tarapoa,Ecuador,TPC,SETR,
Taiwan Taoyuan International,Large,Taipei,Taiwan,TPE,RCTP,
Peter O Knight,Small,Tampa,United,TPF,KTPF,TPF
Taiping (Tekah),Small,Taiping,Malaysia,TPG,WMBI,
Airport,Type,City,Country,IATA,ICAO,FAA
Tonopah,Medium,Tonopah,United,TPH,KTPH,TPH
Tapini,Small,Tapini,Papua,TPI,AYTI,
Taplejung,Medium,Taplejung,Nepal,TPJ,VNTJ,
Teuku Cut Ali,Small,Tapak,Indonesia,TPK,WITA,
Draughon Miller Central Texas Regional,Medium,Temple,United,TPL,KTPL,TPL
Tiputini,Small,Tiputini,Ecuador,TPN,SETI,
"Tanalian Point
Closed",Closed,Tanalian,United,TPO,,
Cadete FAP Guillermo Del Castillo Paredes,Medium,Tarapoto,Perú,TPP,SPST,
Amado Nervo National,Medium,Tepic,Mexico,TPQ,MMEP,
Tom Price,Small,Tom,Australia,TPR,YTMP,
Vincenzo Florio Trapani-Birgi,Medium,Trapani,Italy,TPS,LICT,
Tapeta,Small,Tapeta,Liberia,TPT,,
Tikapur,Small,Tikapur,Nepal,TPU,VNTP,
Al Taqaddum Air Base,Medium,Al,Iraq,TQD,ORAT,
Tarko-Sale,Small,Tarko-Sale,Russia,TQL,USDS,
Airport,Type,City,Country,IATA,ICAO,FAA
Talolqan,Small,Taloqan,Afghanistan,TQN,OATQ,
Trepell,Small,Trepell,Australia,TQP,YTEE,
Maranggo,Small,Waha-Tomea,Indonesia,TQQ,WA44,
San Domino Island,Heliport,Tremiti,Italy,TQR,,
Tres Esquinas Air Base,Medium,Tres,Colombia,TQS,SKTQ,
Ottawa / Rockcliffe,Seaplane,Ottawa,Canada,TR7,CTR7,
Tarama,Medium,Tarama,Japan,TRA,RORT,
Gonzalo Mejía,Small,Turbo,Colombia,TRB,SKTU,
Francisco Sarabia International,Medium,Torreón,Mexico,TRC,MMTC,
Trondheim Værnes,Large,Trondheim,Norway,TRD,ENVA,
Tiree,Medium,Balemartine,United,TRE,EGPU,
"Sandefjord, Torp",Medium,Torp,Norway,TRF,ENTO,
Tauranga,Medium,Tauranga,New,TRG,NZTG,
Trona,Small,Trona,United,TRH,L72,L72
Tri-Cities Regional TN/VA,Large,Bristol/Johnson/Kingsport,United,TRI,KTRI,TRI
Airport,Type,City,Country,IATA,ICAO,FAA
Tarakbits,Small,Tarakbits,Papua,TRJ,AYTT,
Juwata,Medium,Tarakan,Indonesia,TRK,WAQQ,
"Terrell Municipal
Closed",Closed,Terrell,United,TRL,,
Jacqueline Cochran Regional,Medium,Palm,United,TRM,KTRM,TRM
Turin,Large,Torino,Italy,TRN,LIMF,
Taree,Medium,Taree,Australia,TRO,YTRE,
Tarauacá,Medium,Tarauacá,Brazil,TRQ,SBTK,
China Bay,Medium,Trincomalee,Sri,TRR,VCCT,
Trieste–Friuli Venezia Giulia,Medium,Trieste,Italy,TRS,LIPQ,
"Tremonton
Closed",Closed,"Tremonton,",United,TRT,,
Capitan FAP Carlos Martinez De Pinillos International,Medium,Trujillo,Perú,TRU,SPRU,
Trivandrum International,Large,Thiruvananthapuram,India,TRV,VOTV,
Bonriki International,Medium,Tarawa,Kiribati,TRW,NGTA,
Tororo,Small,Tororo,Uganda,TRY,HUTO,
Tiruchirapally Civil,Medium,Tiruchirappally,India,TRZ,VOTR,
Airport,Type,City,Country,IATA,ICAO,FAA
Taipei Songshan,Medium,Taipei,Taiwan,TSA,RCSS,
Tsumeb,Medium,Tsumeb,Namibia,TSB,FYTM,
Taisha,Small,Taisha,Ecuador,TSC,SETH,
Tshipise,Small,Tshipise,South,TSD,,
Astana International,Large,Astana,Kazakhstan,TSE,UACC,
Treviso-Sant'Angelo,Large,Treviso,Italy,TSF,LIPH,
Tanacross,Small,Tanacross,United,TSG,TSG,TSG
Tshikapa,Small,Tshikapa,Congo,TSH,FZUK,
Tsushima,Medium,Tsushima,Japan,TSJ,RJDT,
"Taskul
Closed",Closed,Taskul,Papua,TSK,,
Tamuin,Small,,Mexico,TSL,MMTN,
Taos Regional,Small,Taos,United,TSM,KSKX,SKX
Tianjin Binhai International,Large,Tianjin,China,TSN,ZBTJ,
"Tresco
Closed",Closed,Isles,United,TSO,,
Torres,Small,Torres,Brazil,TSQ,SBTR,
Timişoara Traian Vuia,Medium,Timişoara,Romania,TSR,LRTR,
"East 34th Street
Closed",Closed,New,United,TSS,,6N5
Trang,Medium,,Thailand,TST,VTST,
Tabiteuea South,Small,Tabiteuea,Kiribati,TSU,NGTS,
Townsville,Medium,Townsville,Australia,TSV,YBTL,
Tsewi,Small,Tsewi,Papua,TSW,AYTS,
Tanjung Santan,Small,Santan-Borneo,Indonesia,TSX,WALT,
Cibeureum,Small,Tasikmalaya-Java,Indonesia,TSY,WICM,
Tselserleg,Small,Tselserleg,Mongolia,TSZ,ZMTG,
Tan Tan,Medium,Tan,Morocco,TTA,GMAT,
Airport,Type,City,Country,IATA,ICAO,FAA
Tortolì,Medium,Arbatax,Italy,TTB,LIET,
Las Breas,Medium,Taltal,Chile,TTC,SCTT,
Portland Troutdale,Medium,Portland,United,TTD,KTTD,TTD
Sultan Khairun Babullah,Medium,Sango-Ternate,Indonesia,TTE,WAMT,
General Enrique Mosconi,Medium,Tartagal,Argentina,TTG,SAST,
Thumrait Air Base,Medium,Thumrait,Oman,TTH,OOTH,
Tetiaroa,Small,Tetiaroa,French,TTI,NTTE,
Tottori,Medium,Tottori,Japan,TTJ,RJOR,
Turtle Island,Seaplane,Nanuya,Fiji,TTL,NFUL,
"Turtle Island Seaplane Base
Closed",Closed,Nanuya,Fiji,TTL,,
"Tablon De Tamara
Closed",Closed,Tablon,Colombia,TTM,,
Trenton Mercer,Medium,Trenton,United,TTN,KTTN,TTN
Britton Municipal,Small,Britton,United,TTO,KBTN,BTN
Aerotortuguero,Medium,Roxana,Costa,TTQ,MRAO,
Pongtiku,Small,Makale,Indonesia,TTR,WAWT,
Airport,Type,City,Country,IATA,ICAO,FAA
Tsaratanana,Small,Tsaratanana,Madagascar,TTS,FMNT,
Taitung,Medium,Taitung,Taiwan,TTT,RCFN,
Saniat R'mel,Medium,Tétouan,Morocco,TTU,GMTN,
Tissa Tank Waterdrome,Seaplane,Tissamaharama,Sri,TTW,,
Truscott-Mungalalu,Small,Anjo,Australia,TTX,YTST,
Teniente Coronel Luis a Mantilla,Medium,Tulcán,Ecuador,TUA,SETU,
Tubuai,Medium,,French,TUB,NTAT,
Teniente Benjamin Matienzo,Medium,San,Argentina,TUC,SANT,
Tambacounda,Medium,Tambacounda,Senegal,TUD,GOTT,
"Tupile
Closed",Closed,Isla,Panama,TUE,,
Tours-Val-de-Loire,Medium,Tours/Val,France,TUF,LFOT,
Tuguegarao,Medium,Tuguegarao,Philippines,TUG,RPUT,
Arnold Air Force Base,Small,Tullahoma,United,TUH,KAYX,AYX
Turaif Domestic,Medium,Turaif,Saudi,TUI,OETR,
"Tum
Closed",Closed,Tum,Ethiopia,TUJ,,
Airport,Type,City,Country,IATA,ICAO,FAA
Turbat International,Medium,Turbat,Pakistan,TUK,OPTU,
Tulsa International,Large,Tulsa,United,TUL,KTUL,TUL
Tumut,Medium,,Australia,TUM,YTMU,
Tunis Carthage International,Large,Tunis,Tunisia,TUN,DTTA,
Taupo,Medium,Taupo,New,TUO,NZAP,
Tupelo Regional,Medium,Tupelo,United,TUP,KTUP,TUP
Tougan,Small,Tougan,Burkina,TUQ,DFOT,
Tucuruí,Medium,Tucuruí,Brazil,TUR,SBTU,
Tucson International,Large,Tucson,United,TUS,KTUS,TUS
"Tauta
Closed",Closed,Tauta,Papua,TUT,,
Tabuk,Medium,Tabuk,Saudi,TUU,OETB,
Tucupita,Medium,Tucupita,Venezuela,TUV,SVTC,
"Tubala
Closed",Closed,Tubala,Panama,TUW,,
Tumbler Ridge,Small,Tumbler,Canada,TUX,CBX7,
Tulum Naval Air Station,Small,Tulum,Mexico,TUY,MMTU,
Airport,Type,City,Country,IATA,ICAO,FAA
"Tucumã
Closed",Closed,Tucumã,Brazil,TUZ,,
Morafenobe,Small,Morafenobe,Madagascar,TVA,FMMR,
Cherry Capital,Medium,Traverse,United,TVC,KTVC,TVC
Thief River Falls Regional,Small,Thief,United,TVF,KTVF,TVF
Thomasville Regional,Small,Thomasville,United,TVI,KTVI,TVI
Lake Tahoe,Medium,South,United,TVL,KTVL,TVL
Tangshan Sannühe,Small,Tangshan,China,TVS,ZBTS,
Matei,Small,Matei,Fiji,TVU,NFNM,
Dawei,Medium,Dawei,Burma,TVY,VYDW,
Twin Hills,Small,Twin,United,TWA,A63,A63
Toowoomba,Medium,,Australia,TWB,YTWB,
Jefferson County International,Small,Port,United,TWD,K0S9,0S9
Taylor,Small,Taylor,United,TWE,AK49,AK49
Joslin Field Magic Valley Regional,Medium,Twin,United,TWF,KTWF,TWF
"Two Harbors Amphibious Terminal
Closed",Closed,Two,United,TWH,,
Airport,Type,City,Country,IATA,ICAO,FAA
"Tewantin
Closed",Closed,Tewantin,Australia,TWN,,
Torwood,Small,Torwood,Australia,TWP,,
"Tawitawi
Closed",Closed,Tawitawi,Philippines,TWT,,
Tawau,Medium,Tawau,Malaysia,TWU,WBKW,
Tawa,Small,Tawa,Papua,TWY,AYTW,
Pukaki,Medium,Twitzel,New,TWZ,NZUK,
9 de Maio - Teixeira de Freitas,Small,Teixeira,Brazil,TXF,SNTF,
Taichung,Small,Taichung,Taiwan,TXG,RCLG,
Texarkana Regional Webb Field,Medium,Texarkana,United,TXK,KTXK,TXK
"Berlin-Tegel
Closed",Closed,Berlin,Germany,TXL,EDDT,
Teminabuan,Small,Atinjoe-Papua,Indonesia,TXM,WAST,
Tunxi International,Medium,Huangshan,China,TXN,ZSTX,
Tanbar,Small,Tanbar,Australia,TXR,YTNB,
Tabou,Small,Tabou,Côte,TXU,DITB,
Klokovo Airfield,Small,Tula,Russia,TYA,UUBT,
Airport,Type,City,Country,IATA,ICAO,FAA
Tibooburra,Medium,,Australia,TYB,YTIB,
Tynda,Small,Tynda,Russia,TYD,UHBW,
Tyonek,Small,Tyonek,United,TYE,TYE,TYE
Torsby,Medium,,Sweden,TYF,ESST,
Thylungra,Small,,Australia,TYG,YTHY,
Capitan Montes,Medium,Talara,Perú,TYL,SPYL,
Staniel Cay,Medium,,Bahamas,TYM,MYES,
Taiyuan Wusu,Large,Taiyuan,China,TYN,ZBYN,
Tobermorey,Small,Tobermorey,Australia,TYP,YTMY,
Tyler Pounds Regional,Medium,Tyler,United,TYR,KTYR,TYR
McGhee Tyson,Large,Knoxville,United,TYS,KTYS,TYS
Treinta y Tres,Small,Treinta,Uruguay,TYT,SUTR,
Belize City Municipal,Medium,Belize,Belize,TZA,,
Tuscola Area,Small,Caro,United,TZC,KCFS,CFS
Tuzla International,Medium,Tuzla,Bosnia,TZL,LQTZ,
Cupul,Small,Tizimin,Mexico,TZM,MM72,
"South Andros
Closed",Closed,South,Bahamas,TZN,,
Taszár Air Base,Medium,Taszár,Hungary,TZR,LHTA,
Trabzon International,Large,Trabzon,Turkey,TZX,LTCG,
İncirlik Air Base,Medium,Adana,Turkey,UAB,LTAG,
San Luis Río Colorado,Small,San,Mexico,UAC,,
Mount Aue,Small,,Papua,UAE,AYAE,
Ua Huka,Small,Ua,French,UAH,NTMU,
Suai,Medium,Suai,Timor-Leste,UAI,WPDB,
Narsarsuaq,Medium,Narsarsuaq,Greenland,UAK,BGBW,
Luau,Small,Luau,Angola,UAL,FNUA,
Andersen Air Force Base,Medium,"Andersen,",Guam,UAM,PGUA,UAM
Ua Pou,Small,Ua,French,UAP,NTMP,
Domingo Faustino Sarmiento,Medium,San,Argentina,UAQ,SANU,
Bouarfa,Medium,Bouarfa,Morocco,UAR,GMFB,
Samburu South,Small,Samburu,Kenya,UAS,HKSB,
Uaxactun,Small,Uaxactun,Guatemala,UAX,MGUX,
Mário de Almeida Franco,Medium,Uberaba,Brazil,UBA,SBUR,
Mabuiag Island,Small,Mabuiag,Australia,UBB,YMAA,
Airport,Type,City,Country,IATA,ICAO,FAA
Buin,Small,Buin,Papua,UBI,AYUI,
Yamaguchi Ube,Medium,Ube,Japan,UBJ,RJDC,
Ubon Ratchathani,Medium,Ubon,Thailand,UBP,VTUU,
Ubrub,Small,Ubrub-Papua,Indonesia,UBR,WAJU,
Columbus Lowndes County,Small,Columbus,United,UBS,KUBS,UBS
Ubatuba,Small,Ubatuba,Brazil,UBT,SDUB,
Kalumburu,Small,,Australia,UBU,YKAL,
"Oneida County
Closed",Closed,Utica,United,UCA,KUCA,
Yucca Airstrip,Small,Mercury,United,UCC,NV11,NV11
Eunice,Small,Eunice,United,UCE,4R7,4R7
Lutsk,Small,Lutsk,Ukraine,UCK,UKLC,
Ukhta,Medium,Ukhta,Russia,UCT,UUYH,
Everett-Stewart Regional,Small,Union,United,UCY,KUCY,UCY
Uchiza,Small,Uchiza,Perú,UCZ,SPIZ,
Undara,Small,,Australia,UDA,YUDA,
Airport,Type,City,Country,IATA,ICAO,FAA
Bermuda Dunes,Small,Palm,United,UDD,KUDD,UDD
Volkel Air Base,Medium,Uden,Netherlands,UDE,EHVK,
Ten. Cel. Aviador César Bombonato,Medium,Uberlândia,Brazil,UDI,SBUL,
Uzhhorod International,Medium,Uzhhorod,Ukraine,UDJ,UKLU,
Udine-Campoformido Air Base,Small,Udine,Italy,UDN,LIPD,
"Udomxay
Closed",Closed,Udomxay,Laos,UDO,,
Maharana Pratap,Medium,Udaipur,India,UDR,VAUD,
Queenstown,Small,,Australia,UEE,YQNS,
Quelimane,Medium,Quelimane,Mozambique,UEL,FQQL,
Urengoy,Small,Urengoy,Russia,UEN,USDU,
Kumejima,Medium,,Japan,UEO,ROKJ,
Waukesha County,Small,Waukesha,United,UES,KUES,UES
Quetta International,Medium,Quetta,Pakistan,UET,OPQT,
Ufa International,Large,Ufa,Russia,UFA,UWUU,
Bulgan,Medium,Bulgan,Mongolia,UGA,ZMBN,
Airport,Type,City,Country,IATA,ICAO,FAA
Ugashik Bay,Small,Pilot,United,UGB,UGB,UGB
Urgench,Medium,Urgench,Uzbekistan,UGC,UTNU,
"San Juan /Uganik/ Seaplane Base
Closed",Closed,San,United,UGI,,
Waukegan National,Small,Chicago/Waukegan,United,UGN,KUGN,UGN
Uige,Medium,Uige,Angola,UGO,FNUG,
Bulagtai Resort,Small,Umnugobitour,Mongolia,UGT,ZMBR,
Bilogai-Sugapa,Medium,Sugapa-Papua,Indonesia,UGU,WABV,
Kunovice,Medium,Uherské,Czechia,UHE,LKKU,
"RAF Upper Heyford
Closed",Closed,Upper,United,UHF,EGUA,
El Caraño,Medium,Quibdó,Colombia,UIB,SKUI,
Phu Cat,Medium,Quy,Vietnam,UIH,VVPC,
Utila,Small,Utila,Honduras,UII,MHUT,
Ust-Ilimsk,Small,Ust-Ilimsk,Russia,UIK,UIBS,
Quillayute,Small,Quillayute,United,UIL,KUIL,UIL
Quincy Regional Baldwin Field,Medium,Quincy,United,UIN,KUIN,UIN
Airport,Type,City,Country,IATA,ICAO,FAA
Mariscal Sucre International,Large,Quito,Ecuador,UIO,SEQM,
Quimper-Cornouaille,Medium,Quimper/Pluguffan,France,UIP,LFRQ,
Quion Hill,Small,Quion,Vanuatu,UIQ,NVVQ,
Quirindi,Small,,Australia,UIR,YQDI,
Jaluit,Small,Jabor,Marshall,UIT,,
"Berz-Macomb
Closed",Closed,,United,UIZ,KUIZ,
Ujae Atoll,Small,Ujae,Marshall,UJE,UJAP,
Uljin,Small,"Bongsan-ri,",South,UJN,RKTL,
Ukunda Airstrip,Small,Ukunda,Kenya,UKA,HKUK,
Kobe,Medium,Kobe,Japan,UKB,RJBE,
Ust-Kuyga,Small,Ust-Kuyga,Russia,UKG,UEBT,
Mukhaizna,Small,Mukhaizna,Oman,UKH,,
Ukiah Municipal,Medium,Ukiah,United,UKI,KUKI,UKI
Ust-Kamennogorsk,Medium,Ust,Kazakhstan,UKK,UASK,
Waukon Municipal,Small,Waukon,United,UKN,Y01,Y01
Airport,Type,City,Country,IATA,ICAO,FAA
Mukeiras,Small,Mukayras,Yemen,UKR,OYMS,
Belbek,Medium,Sevastopol,Ukraine,UKS,UKFB,
"Quakertown
Closed",Closed,Quakertown,United,UKT,,
Quakertown,Small,Quakertown,United,UKT,KUKT,UKT
Nuku,Small,Nuku,Papua,UKU,AYNU,
Ust-Kut,Medium,Ust-Kut,Russia,UKX,UITT,
"Kansai
Closed",Closed,Kyoto,Japan,UKY,,
Capitan D Daniel Vazquez,Medium,San,Argentina,ULA,SAWJ,
Uléi,Small,Ambryn,Vanuatu,ULB,NVSU,
"Los Cerrillos
Closed",Closed,Santiago,Chile,ULC,SCTI,
Prince Mangosuthu Buthelezi,Medium,Ulundi,South,ULD,FAUL,
Sule,Small,Sule,Papua,ULE,,
Majeed Bin Abdulaziz,Medium,Al,Saudi,ULH,OEAO,
Ulithi,Small,Falalop,Micronesia,ULI,,
Lensk,Medium,Lensk,Russia,ULK,UERL,
Airport,Type,City,Country,IATA,ICAO,FAA
Glenforsa Airfield,Small,Glenforsa,United,ULL,,
New Ulm Municipal,Small,New,United,ULM,KULM,ULM
Chinggis Khaan International,Medium,Ulan,Mongolia,ULN,ZMUB,
Ulaangom,Small,Ulaangom,Mongolia,ULO,ZMUG,
Quilpie,Medium,,Australia,ULP,YQLP,
Heriberto Gíl Martínez,Medium,Tuluá,Colombia,ULQ,SKUL,
"Mulatos
Closed",Closed,Mulatos,Colombia,ULS,,
Gulu,Medium,Gulu,Uganda,ULU,HUGU,
Ulyanovsk Baratayevka,Medium,Ulyanovsk,Russia,ULV,UWLL,
Ulusaba,Small,Ulusaba,South,ULX,FAUS,
Ulyanovsk East,Medium,Ulyanovsk,Russia,ULY,UWLW,
Donoi,Small,Uliastai,Mongolia,ULZ,ZMDN,
Punta de Maisi,Small,Maisi,Cuba,UMA,MUMA,
"North Shore
Closed",Closed,Umnak,United,UMB,,
Umba,Small,Umba,Papua,UMC,AYUC,
Uummannaq,Heliport,Uummannaq,Greenland,UMD,BGUM,
Umeå,Medium,Umeå,Sweden,UME,ESNU,
Quince Air Base,Small,Quince,Perú,UMI,SPIL,
Summit,Small,Summit,United,UMM,PAST,UMM
Woomera Airfield,Small,Woomera,Australia,UMR,YPWR,
Ust-Maya,Small,Ust-Maya,Russia,UMS,UEMU,
